"Date","Price","Open","High","Low","Change %"
"11/22/2011","0.310","0.310","0.310","0.310","-44.64%"
"11/21/2011","0.560","0.560","0.560","0.560","211.11%"
"11/18/2011","0.180","0.180","0.180","0.180","-73.91%"
"11/17/2011","0.690","0.690","0.690","0.690","1.47%"
"11/16/2011","0.680","0.680","0.680","0.680","-2.86%"
"11/15/2011","0.700","0.700","0.700","0.700","7.69%"
"11/14/2011","0.650","0.650","0.650","0.650","4.84%"
"11/11/2011","0.620","0.620","0.620","0.620","-1.59%"
"11/10/2011","0.630","0.630","0.630","0.630","8.62%"
"11/09/2011","0.580","0.580","0.580","0.580","0.00%"
"11/08/2011","0.580","0.580","0.580","0.580","-1.69%"
"11/07/2011","0.590","0.590","0.590","0.590","-1.67%"
"11/04/2011","0.600","0.600","0.600","0.600","0.00%"
"11/03/2011","0.600","0.600","0.600","0.600","-13.04%"
"11/02/2011","0.690","0.690","0.690","0.690","4.55%"
"11/01/2011","0.660","0.660","0.660","0.660","-1.49%"
"10/31/2011","0.670","0.670","0.670","0.670","1.52%"
"10/28/2011","0.660","0.660","0.660","0.660","3.13%"
"10/27/2011","0.640","0.640","0.640","0.640","-4.48%"
"10/26/2011","0.670","0.670","0.670","0.670","-1.47%"
"10/25/2011","0.680","0.680","0.680","0.680","15.25%"
"10/24/2011","0.590","0.590","0.590","0.590","-15.71%"
"10/21/2011","0.700","0.700","0.700","0.700","133.33%"
"10/20/2011","0.300","0.300","0.300","0.300","-55.22%"
"10/19/2011","0.670","0.670","0.670","0.670","48.89%"
"10/18/2011","0.450","0.450","0.450","0.450","50.00%"
"10/17/2011","0.300","0.300","0.300","0.300","2,900.00%"
"10/14/2011","0.010","0.010","0.010","0.010","-98.31%"
"10/13/2011","0.590","0.590","0.590","0.590","3.51%"
"10/12/2011","0.570","0.570","0.570","0.570","111.11%"
"10/11/2011","0.270","0.270","0.270","0.270","-56.45%"
"10/10/2011","0.620","0.620","0.620","0.620","0.00%"
"10/07/2011","0.620","0.620","0.620","0.620","1.64%"
"10/06/2011","0.610","0.610","0.610","0.610","0.00%"
"10/05/2011","0.610","0.610","0.610","0.610","-36.46%"
"10/04/2011","0.960","0.960","0.960","0.960","284.00%"
"10/03/2011","0.250","0.250","0.250","0.250","-64.29%"
"09/30/2011","0.700","0.700","0.700","0.700","-25.53%"
"09/29/2011","0.940","0.940","0.940","0.940","70.91%"
"09/28/2011","0.550","0.550","0.550","0.550","-3.51%"
"09/27/2011","0.570","0.570","0.570","0.570","-33.72%"
"09/26/2011","0.860","0.860","0.860","0.860","53.57%"
"09/23/2011","0.560","0.560","0.560","0.560","1.82%"
"09/22/2011","0.550","0.550","0.550","0.550","37.50%"
"09/21/2011","0.400","0.400","0.400","0.400","-45.95%"
"09/20/2011","0.740","0.740","0.740","0.740","19.35%"
"09/19/2011","0.620","0.620","0.620","0.620","26.53%"
"09/16/2011","0.490","0.490","0.490","0.490","-10.91%"
"09/15/2011","0.550","0.550","0.550","0.550","-12.70%"
"09/14/2011","0.630","0.630","0.630","0.630","-8.70%"
"09/13/2011","0.690","0.690","0.690","0.690","-9.21%"
"09/12/2011","0.760","0.760","0.760","0.760","1.33%"
"09/09/2011","0.750","0.750","0.750","0.750","17.19%"
"09/08/2011","0.640","0.640","0.640","0.640","25.49%"
"09/07/2011","0.510","0.510","0.510","0.510","21.43%"
"09/06/2011","0.420","0.420","0.420","0.420","-2.33%"
"09/05/2011","0.430","0.430","0.430","0.430","0.00%"
"09/02/2011","0.430","0.430","0.430","0.430","-6.52%"
"09/01/2011","0.460","0.460","0.460","0.460","-8.00%"
"08/31/2011","0.500","0.500","0.500","0.500","0.00%"
"08/30/2011","0.500","0.500","0.500","0.500","42.86%"
"08/29/2011","0.350","0.350","0.350","0.350","191.67%"
"08/26/2011","0.120","0.120","0.120","0.120","-33.33%"
"08/25/2011","0.180","0.180","0.180","0.180","80.00%"
"08/24/2011","0.100","0.100","0.100","0.100","-16.67%"
"08/23/2011","0.120","0.120","0.120","0.120","0.00%"
"08/22/2011","0.120","0.120","0.120","0.120","500.00%"
"08/19/2011","0.020","0.020","0.020","0.020","-87.50%"
"08/18/2011","0.160","0.160","0.160","0.160","100.00%"
"08/17/2011","0.080","0.080","0.080","0.080","-87.50%"
"08/16/2011","0.640","0.640","0.640","0.640","6.67%"
"08/15/2011","0.600","0.600","0.600","0.600","25.00%"
"08/12/2011","0.480","0.480","0.480","0.480","-20.00%"
"08/11/2011","0.600","0.600","0.600","0.600","-18.92%"
"08/10/2011","0.740","0.740","0.740","0.740","-9.76%"
"08/09/2011","0.820","0.820","0.820","0.820","-6.82%"
"08/08/2011","0.880","0.880","0.880","0.880","76.00%"
"08/05/2011","0.500","0.500","0.500","0.500","-16.67%"
"08/04/2011","0.600","0.600","0.600","0.600","-6.25%"
"08/03/2011","0.640","0.640","0.640","0.640","-12.33%"
"08/02/2011","0.730","0.730","0.730","0.730","2.82%"
"07/29/2011","0.710","0.710","0.710","0.710","-1.39%"
"07/28/2011","0.720","0.720","0.720","0.720","30.91%"
"07/27/2011","0.550","0.550","0.550","0.550","-24.66%"
"07/26/2011","0.730","0.730","0.730","0.730","2.82%"
"07/25/2011","0.710","0.710","0.710","0.710","2.90%"
"07/22/2011","0.690","0.690","0.690","0.690","-1.43%"
"07/21/2011","0.700","0.700","0.700","0.700","0.00%"
"07/20/2011","0.700","0.700","0.700","0.700","0.00%"
"07/19/2011","0.700","0.700","0.700","0.700","1.45%"
"07/18/2011","0.690","0.690","0.690","0.690","0.00%"
"07/15/2011","0.690","0.690","0.690","0.690","2.99%"
"07/14/2011","0.670","0.670","0.670","0.670","21.82%"
"07/13/2011","0.550","0.550","0.550","0.550","-20.29%"
"07/12/2011","0.690","0.690","0.690","0.690","4.55%"
"07/11/2011","0.660","0.660","0.660","0.660","22.22%"
"07/08/2011","0.540","0.540","0.540","0.540","12.50%"
"07/07/2011","0.480","0.480","0.480","0.480","-17.24%"
"07/06/2011","0.580","0.580","0.580","0.580","18.37%"
"07/05/2011","0.490","0.490","0.490","0.490","-15.52%"
"07/04/2011","0.580","0.580","0.580","0.580","-3.33%"
"07/01/2011","0.600","0.600","0.600","0.600","1.69%"
"06/30/2011","0.590","0.590","0.590","0.590","1.72%"
"06/29/2011","0.580","0.580","0.580","0.580","-1.69%"
"06/28/2011","0.590","0.590","0.590","0.590","-6.35%"
"06/27/2011","0.630","0.630","0.630","0.630","3.28%"
"06/24/2011","0.610","0.610","0.610","0.610","17.31%"
"06/23/2011","0.520","0.520","0.520","0.520","-13.33%"
"06/22/2011","0.600","0.600","0.600","0.600","13.21%"
"06/21/2011","0.530","0.530","0.530","0.530","-10.17%"
"06/20/2011","0.590","0.590","0.590","0.590","-4.84%"
"06/17/2011","0.620","0.620","0.620","0.620","-1.59%"
"06/16/2011","0.630","0.630","0.630","0.630","-1.56%"
"06/15/2011","0.640","0.640","0.640","0.640","0.00%"
"06/14/2011","0.640","0.640","0.640","0.640","1.59%"
"06/10/2011","0.630","0.630","0.630","0.630","3.28%"
"06/09/2011","0.610","0.610","0.610","0.610","-1.61%"
"06/08/2011","0.620","0.620","0.620","0.620","0.00%"
"06/07/2011","0.620","0.620","0.620","0.620","-1.59%"
"06/06/2011","0.630","0.630","0.630","0.630","-4.55%"
"06/03/2011","0.660","0.660","0.660","0.660","-12.00%"
"06/01/2011","0.750","0.750","0.750","0.750","10.29%"
"05/31/2011","0.680","0.680","0.680","0.680","-2.86%"
"05/30/2011","0.700","0.700","0.700","0.700","-5.41%"
"05/27/2011","0.740","0.740","0.740","0.740","10.45%"
"05/26/2011","0.670","0.670","0.670","0.670","1.52%"
"05/25/2011","0.660","0.660","0.660","0.660","4.76%"
"05/24/2011","0.630","0.630","0.630","0.630","0.00%"
"05/23/2011","0.630","0.630","0.630","0.630","18.87%"
"05/20/2011","0.530","0.530","0.530","0.530","-30.26%"
"05/19/2011","0.760","0.760","0.760","0.760","24.59%"
"05/18/2011","0.610","0.610","0.610","0.610","0.00%"
"05/17/2011","0.610","0.610","0.610","0.610","-3.17%"
"05/16/2011","0.630","0.630","0.630","0.630","0.00%"
"05/13/2011","0.630","0.630","0.630","0.630","16.67%"
"05/12/2011","0.540","0.540","0.540","0.540","-14.29%"
"05/11/2011","0.630","0.630","0.630","0.630","0.00%"
"05/10/2011","0.630","0.630","0.630","0.630","-13.70%"
"05/09/2011","0.730","0.730","0.730","0.730","14.06%"
"05/06/2011","0.640","0.640","0.640","0.640","6.67%"
"05/05/2011","0.600","0.600","0.600","0.600","-3.23%"
"05/04/2011","0.620","0.620","0.620","0.620","-20.51%"
"05/03/2011","0.780","0.780","0.780","0.780","0.00%"
"05/02/2011","0.780","0.780","0.780","0.780","11.43%"
"04/29/2011","0.700","0.700","0.700","0.700","1.45%"
"04/28/2011","0.690","0.690","0.690","0.690","0.00%"
"04/27/2011","0.690","0.690","0.690","0.690","6.15%"
"04/26/2011","0.650","0.650","0.650","0.650","-5.80%"
"04/21/2011","0.690","0.690","0.690","0.690","-2.82%"
"04/20/2011","0.710","0.710","0.710","0.710","-1.39%"
"04/19/2011","0.720","0.720","0.720","0.720","14.29%"
"04/18/2011","0.630","0.630","0.630","0.630","-13.70%"
"04/15/2011","0.730","0.730","0.730","0.730","-1.35%"
"04/14/2011","0.740","0.740","0.740","0.740","1.37%"
"04/13/2011","0.730","0.730","0.730","0.730","4.29%"
"04/12/2011","0.700","0.700","0.700","0.700","1.45%"
"04/11/2011","0.690","0.690","0.690","0.690","2.99%"
"04/08/2011","0.670","0.670","0.670","0.670","-1.47%"
"04/07/2011","0.680","0.680","0.680","0.680","0.00%"
"04/06/2011","0.680","0.680","0.680","0.680","6.25%"
"04/05/2011","0.640","0.640","0.640","0.640","-3.03%"
"04/04/2011","0.660","0.660","0.660","0.660","0.00%"
"04/01/2011","0.660","0.660","0.660","0.660","3.13%"
"03/31/2011","0.640","0.640","0.640","0.640","-4.48%"
"03/30/2011","0.670","0.670","0.670","0.670","8.06%"
"03/29/2011","0.620","0.620","0.620","0.620","-8.82%"
"03/28/2011","0.680","0.680","0.680","0.680","1.49%"
"03/25/2011","0.670","0.670","0.670","0.670","-1.47%"
"03/24/2011","0.680","0.680","0.680","0.680","1.49%"
"03/23/2011","0.670","0.670","0.670","0.670","0.00%"
"03/22/2011","0.670","0.670","0.670","0.670","0.00%"
"03/21/2011","0.670","0.670","0.670","0.670","13.56%"
"03/18/2011","0.590","0.590","0.590","0.590","-15.71%"
"03/17/2011","0.700","0.700","0.700","0.700","4.48%"
"03/16/2011","0.670","0.670","0.670","0.670","-2.90%"
"03/15/2011","0.690","0.690","0.690","0.690","1.47%"
"03/14/2011","0.680","0.680","0.680","0.680","-1.45%"
"03/11/2011","0.690","0.690","0.690","0.690","4.55%"
"03/10/2011","0.660","0.660","0.660","0.660","-10.81%"
"03/09/2011","0.740","0.740","0.740","0.740","4.23%"
"03/08/2011","0.710","0.710","0.710","0.710","10.94%"
"03/07/2011","0.640","0.640","0.640","0.640","-9.86%"
"03/04/2011","0.710","0.710","0.710","0.710","2.90%"
"03/03/2011","0.690","0.690","0.690","0.690","9.52%"
"03/02/2011","0.630","0.630","0.630","0.630","5.00%"
"03/01/2011","0.600","0.600","0.600","0.600","1.69%"
"02/28/2011","0.590","0.590","0.590","0.590","0.00%"
"02/25/2011","0.590","0.590","0.590","0.590","3.51%"
"02/24/2011","0.570","0.570","0.570","0.570","-6.56%"
"02/23/2011","0.610","0.610","0.610","0.610","10.91%"
"02/22/2011","0.550","0.550","0.550","0.550","-3.51%"
"02/21/2011","0.570","0.570","0.570","0.570","-3.39%"
"02/18/2011","0.590","0.590","0.590","0.590","-6.35%"
"02/17/2011","0.630","0.630","0.630","0.630","6.78%"
"02/16/2011","0.590","0.590","0.590","0.590","18.00%"
"02/15/2011","0.500","0.500","0.500","0.500","-12.28%"
"02/14/2011","0.570","0.570","0.570","0.570","-3.39%"
"02/11/2011","0.590","0.590","0.590","0.590","5.36%"
"02/10/2011","0.560","0.560","0.560","0.560","3.70%"
"02/09/2011","0.540","0.540","0.540","0.540","-3.57%"
"02/08/2011","0.560","0.560","0.560","0.560","0.00%"
"02/07/2011","0.560","0.560","0.560","0.560","0.00%"
"02/04/2011","0.560","0.560","0.560","0.560","7.69%"
"02/03/2011","0.520","0.520","0.520","0.520","-1.89%"
"02/02/2011","0.530","0.530","0.530","0.530","3.92%"
"02/01/2011","0.510","0.510","0.510","0.510","6.25%"
"01/31/2011","0.480","0.480","0.480","0.480","2.13%"
"01/28/2011","0.470","0.470","0.470","0.470","-12.96%"
"01/27/2011","0.540","0.540","0.540","0.540","-1.82%"
"01/26/2011","0.550","0.550","0.550","0.550","-3.51%"
"01/25/2011","0.570","0.570","0.570","0.570","0.00%"
"01/24/2011","0.570","0.570","0.570","0.570","-1.72%"
"01/21/2011","0.580","0.580","0.580","0.580","-3.33%"
"01/20/2011","0.600","0.600","0.600","0.600","7.14%"
"01/19/2011","0.560","0.560","0.560","0.560","0.00%"
"01/18/2011","0.560","0.560","0.560","0.560","-6.67%"
"01/17/2011","0.600","0.600","0.600","0.600","-14.29%"
"01/14/2011","0.700","0.700","0.700","0.700","16.67%"
"01/13/2011","0.600","0.600","0.600","0.600","0.00%"
"01/12/2011","0.600","0.600","0.600","0.600","-6.25%"
"01/11/2011","0.640","0.640","0.640","0.640","0.00%"
"01/10/2011","0.640","0.640","0.640","0.640","3.23%"
"01/07/2011","0.620","0.620","0.620","0.620","-3.12%"
"01/06/2011","0.640","0.640","0.640","0.640","33.33%"
"01/05/2011","0.480","0.480","0.480","0.480","0.00%"
"01/04/2011","0.480","0.480","0.480","0.480","-2.04%"
"01/03/2011","0.490","0.490","0.490","0.490","-5.77%"
"12/30/2010","0.520","0.520","0.520","0.520","15.56%"
"12/29/2010","0.450","0.450","0.450","0.450","-13.46%"
"12/28/2010","0.520","0.520","0.520","0.520","15.56%"
"12/27/2010","0.450","0.450","0.450","0.450","4.65%"
"12/23/2010","0.430","0.430","0.430","0.430","7.50%"
"12/22/2010","0.400","0.400","0.400","0.400","-18.37%"
"12/21/2010","0.490","0.490","0.490","0.490","-16.95%"
"12/20/2010","0.590","0.590","0.590","0.590","-4.84%"
"12/17/2010","0.620","0.620","0.620","0.620","-10.14%"
"12/16/2010","0.690","0.690","0.690","0.690","1.47%"
"12/15/2010","0.680","0.680","0.680","0.680","3.03%"
"12/14/2010","0.660","0.660","0.660","0.660","0.00%"
"12/13/2010","0.660","0.660","0.660","0.660","-5.71%"
"12/10/2010","0.700","0.700","0.700","0.700","37.25%"
"12/09/2010","0.510","0.510","0.510","0.510","-23.88%"
"12/08/2010","0.670","0.670","0.670","0.670","1.52%"
"12/07/2010","0.660","0.660","0.660","0.660","13.79%"
"12/06/2010","0.580","0.580","0.580","0.580","-14.71%"
"12/03/2010","0.680","0.680","0.680","0.680","9.68%"
"12/02/2010","0.620","0.620","0.620","0.620","12.73%"
"12/01/2010","0.550","0.550","0.550","0.550","0.00%"
"11/30/2010","0.550","0.550","0.550","0.550","-17.91%"
"11/29/2010","0.670","0.670","0.670","0.670","0.00%"
"11/26/2010","0.670","0.670","0.670","0.670","36.73%"
"11/25/2010","0.490","0.490","0.490","0.490","-25.76%"
"11/24/2010","0.660","0.660","0.660","0.660","4.76%"
"11/23/2010","0.630","0.630","0.630","0.630","10.53%"
"11/22/2010","0.570","0.570","0.570","0.570","1.79%"
"11/19/2010","0.560","0.560","0.560","0.560","0.00%"
"11/18/2010","0.560","0.560","0.560","0.560","3.70%"
"11/17/2010","0.540","0.540","0.540","0.540","1.89%"
"11/16/2010","0.530","0.530","0.530","0.530","-1.85%"
"11/15/2010","0.540","0.540","0.540","0.540","12.50%"
"11/12/2010","0.480","0.480","0.480","0.480","-4.00%"
"11/11/2010","0.500","0.500","0.500","0.500","0.00%"
"11/10/2010","0.500","0.500","0.500","0.500","-1.96%"
"11/09/2010","0.510","0.510","0.510","0.510","4.08%"
"11/08/2010","0.490","0.490","0.490","0.490","0.00%"
"11/05/2010","0.490","0.490","0.490","0.490","0.00%"
"11/04/2010","0.490","0.490","0.490","0.490","-2.00%"
"11/03/2010","0.500","0.500","0.500","0.500","-7.41%"
"11/02/2010","0.540","0.540","0.540","0.540","8.00%"
"11/01/2010","0.500","0.500","0.500","0.500","-3.85%"
"10/29/2010","0.520","0.520","0.520","0.520","-11.86%"
"10/28/2010","0.590","0.590","0.590","0.590","5.36%"
"10/27/2010","0.560","0.560","0.560","0.560","7.69%"
"10/26/2010","0.520","0.520","0.520","0.520","-11.86%"
"10/25/2010","0.590","0.590","0.590","0.590","13.46%"
"10/22/2010","0.520","0.520","0.520","0.520","-5.45%"
"10/21/2010","0.550","0.550","0.550","0.550","10.00%"
"10/20/2010","0.500","0.500","0.500","0.500","-5.66%"
"10/19/2010","0.530","0.530","0.530","0.530","-11.67%"
"10/18/2010","0.600","0.600","0.600","0.600","1.69%"
"10/15/2010","0.590","0.590","0.590","0.590","-3.28%"
"10/14/2010","0.610","0.610","0.610","0.610","-4.69%"
"10/13/2010","0.640","0.640","0.640","0.640","6.67%"
"10/12/2010","0.600","0.600","0.600","0.600","-13.04%"
"10/11/2010","0.690","0.690","0.690","0.690","11.29%"
"10/08/2010","0.620","0.620","0.620","0.620","-6.06%"
"10/07/2010","0.660","0.660","0.660","0.660","4.76%"
"10/06/2010","0.630","0.630","0.630","0.630","0.00%"
"10/05/2010","0.630","0.630","0.630","0.630","5.00%"
"10/04/2010","0.600","0.600","0.600","0.600","5.26%"
"10/01/2010","0.570","0.570","0.570","0.570","-8.06%"
"09/30/2010","0.620","0.620","0.620","0.620","-1.59%"
"09/29/2010","0.630","0.630","0.630","0.630","-1.56%"
"09/28/2010","0.640","0.640","0.640","0.640","-5.88%"
"09/27/2010","0.680","0.680","0.680","0.680","0.00%"
"09/24/2010","0.680","0.680","0.680","0.680","-9.33%"
"09/23/2010","0.750","0.750","0.750","0.750","1.35%"
"09/22/2010","0.740","0.740","0.740","0.740","-11.90%"
"09/21/2010","0.840","0.840","0.840","0.840","27.27%"
"09/20/2010","0.660","0.660","0.660","0.660","3.13%"
"09/17/2010","0.640","0.640","0.640","0.640","1.59%"
"09/16/2010","0.630","0.630","0.630","0.630","-14.86%"
"09/15/2010","0.740","0.740","0.740","0.740","0.00%"
"09/14/2010","0.740","0.740","0.740","0.740","1.37%"
"09/13/2010","0.730","0.730","0.730","0.730","-3.95%"
"09/10/2010","0.760","0.760","0.760","0.760","1.33%"
"09/09/2010","0.750","0.750","0.750","0.750","0.00%"
"09/08/2010","0.750","0.750","0.750","0.750","2.74%"
"09/07/2010","0.730","0.730","0.730","0.730","-1.35%"
"09/06/2010","0.740","0.740","0.740","0.740","-2.63%"
"09/03/2010","0.760","0.760","0.760","0.760","-2.56%"
"09/02/2010","0.780","0.780","0.780","0.780","1.30%"
"09/01/2010","0.770","0.770","0.770","0.770","5.48%"
"08/31/2010","0.730","0.730","0.730","0.730","2.82%"
"08/30/2010","0.710","0.710","0.710","0.710","0.00%"
"08/27/2010","0.710","0.710","0.710","0.710","1.43%"
"08/26/2010","0.700","0.700","0.700","0.700","22.81%"
"08/25/2010","0.570","0.570","0.570","0.570","1.79%"
"08/24/2010","0.560","0.560","0.560","0.560","-20.00%"
"08/23/2010","0.700","0.700","0.700","0.700","-1.41%"
"08/20/2010","0.710","0.710","0.710","0.710","4.41%"
"08/19/2010","0.680","0.680","0.680","0.680","13.33%"
"08/18/2010","0.600","0.600","0.600","0.600","-1.64%"
"08/17/2010","0.610","0.610","0.610","0.610","-15.28%"
"08/16/2010","0.720","0.720","0.720","0.720","-4.00%"
"08/13/2010","0.750","0.750","0.750","0.750","5.63%"
"08/12/2010","0.710","0.710","0.710","0.710","-1.39%"
"08/11/2010","0.720","0.720","0.720","0.720","1.41%"
"08/10/2010","0.710","0.710","0.710","0.710","-1.39%"
"08/09/2010","0.720","0.720","0.720","0.720","-4.00%"
"08/06/2010","0.750","0.750","0.750","0.750","-2.60%"
"08/05/2010","0.770","0.770","0.770","0.770","8.45%"
"08/04/2010","0.710","0.710","0.710","0.710","-10.13%"
"08/03/2010","0.790","0.790","0.790","0.790","6.76%"
"08/02/2010","0.740","0.740","0.740","0.740","5.71%"
"07/30/2010","0.700","0.700","0.700","0.700","-2.78%"
"07/29/2010","0.720","0.720","0.720","0.720","22.03%"
"07/28/2010","0.590","0.590","0.590","0.590","-9.23%"
"07/27/2010","0.650","0.650","0.650","0.650","-1.52%"
"07/26/2010","0.660","0.660","0.660","0.660","-8.33%"
"07/23/2010","0.720","0.720","0.720","0.720","14.29%"
"07/22/2010","0.630","0.630","0.630","0.630","6.78%"
"07/21/2010","0.590","0.590","0.590","0.590","-7.81%"
"07/20/2010","0.640","0.640","0.640","0.640","6.67%"
"07/19/2010","0.600","0.600","0.600","0.600","-6.25%"
"07/16/2010","0.640","0.640","0.640","0.640","-1.54%"
"07/15/2010","0.650","0.650","0.650","0.650","0.00%"
"07/14/2010","0.650","0.650","0.650","0.650","-2.99%"
"07/13/2010","0.670","0.670","0.670","0.670","4.69%"
"07/12/2010","0.640","0.640","0.640","0.640","4.92%"
"07/09/2010","0.610","0.610","0.610","0.610","7.02%"
"07/08/2010","0.570","0.570","0.570","0.570","5.56%"
"07/07/2010","0.540","0.540","0.540","0.540","0.00%"
"07/06/2010","0.540","0.540","0.540","0.540","-5.26%"
"07/05/2010","0.570","0.570","0.570","0.570","21.28%"
"07/02/2010","0.470","0.470","0.470","0.470","-4.08%"
"07/01/2010","0.490","0.490","0.490","0.490","-19.67%"
"06/30/2010","0.610","0.610","0.610","0.610","19.61%"
"06/29/2010","0.510","0.510","0.510","0.510","0.00%"
"06/28/2010","0.510","0.510","0.510","0.510","37.84%"
"06/25/2010","0.370","0.370","0.370","0.370","0.00%"
"06/24/2010","0.370","0.370","0.370","0.370","-27.45%"
"06/23/2010","0.510","0.510","0.510","0.510","6.25%"
"06/22/2010","0.480","0.480","0.480","0.480","-17.24%"
"06/21/2010","0.580","0.580","0.580","0.580","13.73%"
"06/18/2010","0.510","0.510","0.510","0.510","6.25%"
"06/17/2010","0.480","0.480","0.480","0.480","-9.43%"
"06/16/2010","0.530","0.530","0.530","0.530","26.19%"
"06/15/2010","0.420","0.420","0.420","0.420","-4.55%"
"06/14/2010","0.440","0.440","0.440","0.440","-13.73%"
"06/11/2010","0.510","0.510","0.510","0.510","15.91%"
"06/10/2010","0.440","0.440","0.440","0.440","-18.52%"
"06/09/2010","0.540","0.540","0.540","0.540","42.11%"
"06/08/2010","0.380","0.380","0.380","0.380","5.56%"
"06/07/2010","0.360","0.360","0.360","0.360","-5.26%"
"06/04/2010","0.380","0.380","0.380","0.380","-9.52%"
